city,outcome,outcome_label,outcome_value,exposure,exposure_value,percentile_25,percentile_75,cat,date_of_access,source,geo_level
Oakland,Incidence,Cases per 100K,19369.87664039,% NH White,28.2817803936513,28.3324232079248,47.3369690651028,bottom,2022-06-30,JHU,county
Philadelphia,Incidence,Cases per 100K,21137.0474036984,% NH White,34.4780330256638,28.3324232079248,47.3369690651028,middle,2022-06-30,JHU,city
Phoenix,Incidence,Cases per 100K,30507.1569393837,% NH White,42.5475056291514,28.3324232079248,47.3369690651028,middle,2022-06-30,JHU,county
Portland,Incidence,Cases per 100K,17338.3997635119,% NH White,70.5604138287997,28.3324232079248,47.3369690651028,top,2022-06-30,JHU,county
San Antonio,Incidence,Cases per 100K,29850.925128232,% NH White,24.6803392120991,28.3324232079248,47.3369690651028,bottom,2022-06-30,JHU,county
San Diego,Incidence,Cases per 100K,26612.2085420553,% NH White,42.7569200034337,28.3324232079248,47.3369690651028,middle,2022-06-30,JHU,county
San Francisco,Incidence,Cases per 100K,17722.3899122361,% NH White,40.5072911821213,28.3324232079248,47.3369690651028,middle,2022-06-25,LHD,city
San Jose,Incidence,Cases per 100K,36963.5785110296,% NH White,25.7250727359418,28.3324232079248,47.3369690651028,bottom,2022-06-28,LHD,county
Seattle,Incidence,Cases per 100K,20792.9291323562,% NH White,63.8440988257709,28.3324232079248,47.3369690651028,top,2022-06-30,JHU,county
Washington,Incidence,Cases per 100K,22279.149554064,% NH White,36.578492614948,28.3324232079248,47.3369690651028,middle,2022-06-30,JHU,city
Austin,Incidence,Cases per 100K,21782.4644462472,% Overcrowding,4.70751225052052,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
Baltimore,Incidence,Cases per 100K,20564.4366798461,% Overcrowding,2.09647200521922,2.87210151394166,6.67088479899953,bottom,2022-06-30,LHD,county
Boston,Incidence,Cases per 100K,29520.6453499031,% Overcrowding,3.09510911910716,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
Charlotte,Incidence,Cases per 100K,27852.8861386908,% Overcrowding,2.5336646579356,2.87210151394166,6.67088479899953,bottom,2022-06-30,JHU,county
Chicago,Incidence,Cases per 100K,23575.3085216868,% Overcrowding,3.61960539130451,2.87210151394166,6.67088479899953,middle,2022-06-29,LHD,city
Cleveland,Incidence,Cases per 100K,75464.7245394283,% Overcrowding,1.47230414719523,2.87210151394166,6.67088479899953,bottom,2022-06-30,LHD,county
Columbus,Incidence,Cases per 100K,35544.5829676753,% Overcrowding,2.73431374745189,2.87210151394166,6.67088479899953,bottom,2022-06-30,LHD,county
Dallas,Incidence,Cases per 100K,22548.8404608131,% Overcrowding,7.15308223113374,2.87210151394166,6.67088479899953,top,2022-06-30,JHU,county
Denver,Incidence,Cases per 100K,27373.0899996092,% Overcrowding,3.19003917068268,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,city
Detroit,Incidence,Cases per 100K,25273.3775663624,% Overcrowding,2.64403385819605,2.87210151394166,6.67088479899953,bottom,2022-06-30,JHU,county
Fort Worth,Incidence,Cases per 100K,28091.3852784577,% Overcrowding,4.779191792886,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
Houston,Incidence,Cases per 100K,23283.5860919985,% Overcrowding,6.57452345947105,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
Indianapolis,Incidence,Cases per 100K,27226.6547283986,% Overcrowding,1.90799744535907,2.87210151394166,6.67088479899953,bottom,2022-06-28,LHD,county
Kansas City,Incidence,Cases per 100K,14037.1294303784,% Overcrowding,1.83717224965086,2.87210151394166,6.67088479899953,bottom,2022-06-30,JHU,county
Las Vegas (Metro),Incidence,Cases per 100K,26075.1812450625,% Overcrowding,4.28066019675211,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
Los Angeles,Incidence,Cases per 100K,30798.6488174085,% Overcrowding,13.1628065951329,2.87210151394166,6.67088479899953,top,2022-06-30,JHU,county
Minneapolis,Incidence,Cases per 100K,25066.1394543257,% Overcrowding,3.84802287341643,2.87210151394166,6.67088479899953,middle,2022-06-23,LHD,city
New York City,Incidence,Cases per 100K,26141.0428115538,% Overcrowding,9.02222710586625,2.87210151394166,6.67088479899953,top,2022-06-30,LHD,city
Oakland,Incidence,Cases per 100K,19369.87664039,% Overcrowding,8.40603623960251,2.87210151394166,6.67088479899953,top,2022-06-30,JHU,county
Philadelphia,Incidence,Cases per 100K,21137.0474036984,% Overcrowding,2.79776564555316,2.87210151394166,6.67088479899953,bottom,2022-06-30,JHU,city
Phoenix,Incidence,Cases per 100K,30507.1569393837,% Overcrowding,6.38758500756408,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
Portland,Incidence,Cases per 100K,17338.3997635119,% Overcrowding,3.31983715270283,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
San Antonio,Incidence,Cases per 100K,29850.925128232,% Overcrowding,4.57080175508576,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
San Diego,Incidence,Cases per 100K,26612.2085420553,% Overcrowding,6.67835612120257,2.87210151394166,6.67088479899953,top,2022-06-30,JHU,county
San Francisco,Incidence,Cases per 100K,17722.3899122361,% Overcrowding,6.64847083239043,2.87210151394166,6.67088479899953,middle,2022-06-25,LHD,city
San Jose,Incidence,Cases per 100K,36963.5785110296,% Overcrowding,9.57387254932116,2.87210151394166,6.67088479899953,top,2022-06-28,LHD,county
Seattle,Incidence,Cases per 100K,20792.9291323562,% Overcrowding,3.51800286888704,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,county
Washington,Incidence,Cases per 100K,22279.149554064,% Overcrowding,3.62570590676053,2.87210151394166,6.67088479899953,middle,2022-06-30,JHU,city
Austin,Incidence,Cases per 100K,21782.4644462472,% Poverty,13.2324391104836,13.7023088021325,19.0921518851457,bottom,2022-06-30,JHU,county
Baltimore,Incidence,Cases per 100K,20564.4366798461,% Poverty,21.2051034301772,13.7023088021325,19.0921518851457,top,2022-06-30,LHD,county
Boston,Incidence,Cases per 100K,29520.6453499031,% Poverty,18.9142435019497,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
Charlotte,Incidence,Cases per 100K,27852.8861386908,% Poverty,12.8215909171663,13.7023088021325,19.0921518851457,bottom,2022-06-30,JHU,county
Chicago,Incidence,Cases per 100K,23575.3085216868,% Poverty,18.389647313009,13.7023088021325,19.0921518851457,middle,2022-06-29,LHD,city
Cleveland,Incidence,Cases per 100K,75464.7245394283,% Poverty,32.6502087251097,13.7023088021325,19.0921518851457,top,2022-06-30,LHD,county
Columbus,Incidence,Cases per 100K,35544.5829676753,% Poverty,19.5375519522332,13.7023088021325,19.0921518851457,top,2022-06-30,LHD,county
Dallas,Incidence,Cases per 100K,22548.8404608131,% Poverty,18.9366888234137,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
Denver,Incidence,Cases per 100K,27373.0899996092,% Poverty,12.8617052721125,13.7023088021325,19.0921518851457,bottom,2022-06-30,JHU,city
Detroit,Incidence,Cases per 100K,25273.3775663624,% Poverty,35.0192492200747,13.7023088021325,19.0921518851457,top,2022-06-30,JHU,county
Fort Worth,Incidence,Cases per 100K,28091.3852784577,% Poverty,14.4865196035609,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
Houston,Incidence,Cases per 100K,23283.5860919985,% Poverty,20.0583376364256,13.7023088021325,19.0921518851457,top,2022-06-30,JHU,county
Indianapolis,Incidence,Cases per 100K,27226.6547283986,% Poverty,18.0453375973981,13.7023088021325,19.0921518851457,middle,2022-06-28,LHD,county
Kansas City,Incidence,Cases per 100K,14037.1294303784,% Poverty,16.1045718256327,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
Las Vegas (Metro),Incidence,Cases per 100K,26075.1812450625,% Poverty,13.6952472112117,13.7023088021325,19.0921518851457,bottom,2022-06-30,JHU,county
Los Angeles,Incidence,Cases per 100K,30798.6488174085,% Poverty,17.9901101374556,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
Minneapolis,Incidence,Cases per 100K,25066.1394543257,% Poverty,19.143972905723,13.7023088021325,19.0921518851457,top,2022-06-23,LHD,city
New York City,Incidence,Cases per 100K,26141.0428115538,% Poverty,17.9478884730505,13.7023088021325,19.0921518851457,middle,2022-06-30,LHD,city
Oakland,Incidence,Cases per 100K,19369.87664039,% Poverty,16.7428556470669,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
Philadelphia,Incidence,Cases per 100K,21137.0474036984,% Poverty,24.3426430539896,13.7023088021325,19.0921518851457,top,2022-06-30,JHU,city
Phoenix,Incidence,Cases per 100K,30507.1569393837,% Poverty,17.9698105398552,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
Portland,Incidence,Cases per 100K,17338.3997635119,% Poverty,13.7234935748947,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
San Antonio,Incidence,Cases per 100K,29850.925128232,% Poverty,17.7758134075901,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,county
San Diego,Incidence,Cases per 100K,26612.2085420553,% Poverty,12.8376612439524,13.7023088021325,19.0921518851457,bottom,2022-06-30,JHU,county
San Francisco,Incidence,Cases per 100K,17722.3899122361,% Poverty,10.3359923098267,13.7023088021325,19.0921518851457,bottom,2022-06-25,LHD,city
San Jose,Incidence,Cases per 100K,36963.5785110296,% Poverty,8.71753773538522,13.7023088021325,19.0921518851457,bottom,2022-06-28,LHD,county
Seattle,Incidence,Cases per 100K,20792.9291323562,% Poverty,10.9633279840315,13.7023088021325,19.0921518851457,bottom,2022-06-30,JHU,county
Washington,Incidence,Cases per 100K,22279.149554064,% Poverty,16.241306338263,13.7023088021325,19.0921518851457,middle,2022-06-30,JHU,city
Austin,Incidence,Cases per 100K,21782.4644462472,% Production Worker,2.63476510383861,2.97404940807479,5.10367631800989,bottom,2022-06-30,JHU,county
Baltimore,Incidence,Cases per 100K,20564.4366798461,% Production Worker,3.13932955484036,2.97404940807479,5.10367631800989,middle,2022-06-30,LHD,county
Boston,Incidence,Cases per 100K,29520.6453499031,% Production Worker,2.19155546474283,2.97404940807479,5.10367631800989,bottom,2022-06-30,JHU,county
Charlotte,Incidence,Cases per 100K,27852.8861386908,% Production Worker,3.9919447791121,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,county
Chicago,Incidence,Cases per 100K,23575.3085216868,% Production Worker,4.83455132042299,2.97404940807479,5.10367631800989,middle,2022-06-29,LHD,city
Cleveland,Incidence,Cases per 100K,75464.7245394283,% Production Worker,9.06353716182239,2.97404940807479,5.10367631800989,top,2022-06-30,LHD,county
Columbus,Incidence,Cases per 100K,35544.5829676753,% Production Worker,5.0228203026873,2.97404940807479,5.10367631800989,middle,2022-06-30,LHD,county
Dallas,Incidence,Cases per 100K,22548.8404608131,% Production Worker,4.92516245911563,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,county
Denver,Incidence,Cases per 100K,27373.0899996092,% Production Worker,2.96757087497451,2.97404940807479,5.10367631800989,bottom,2022-06-30,JHU,city
Detroit,Incidence,Cases per 100K,25273.3775663624,% Production Worker,11.5192984787086,2.97404940807479,5.10367631800989,top,2022-06-30,JHU,county
Fort Worth,Incidence,Cases per 100K,28091.3852784577,% Production Worker,6.40418103479177,2.97404940807479,5.10367631800989,top,2022-06-30,JHU,county
Houston,Incidence,Cases per 100K,23283.5860919985,% Production Worker,5.13062832311742,2.97404940807479,5.10367631800989,top,2022-06-30,JHU,county
Indianapolis,Incidence,Cases per 100K,27226.6547283986,% Production Worker,6.8433457835562,2.97404940807479,5.10367631800989,top,2022-06-28,LHD,county
Kansas City,Incidence,Cases per 100K,14037.1294303784,% Production Worker,5.56334069622909,2.97404940807479,5.10367631800989,top,2022-06-30,JHU,county
Las Vegas (Metro),Incidence,Cases per 100K,26075.1812450625,% Production Worker,2.99348500737565,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,county
Los Angeles,Incidence,Cases per 100K,30798.6488174085,% Production Worker,5.34758801813632,2.97404940807479,5.10367631800989,top,2022-06-30,JHU,county
Minneapolis,Incidence,Cases per 100K,25066.1394543257,% Production Worker,4.25708657693557,2.97404940807479,5.10367631800989,middle,2022-06-23,LHD,city
New York City,Incidence,Cases per 100K,26141.0428115538,% Production Worker,2.32762663734337,2.97404940807479,5.10367631800989,bottom,2022-06-30,LHD,city
Oakland,Incidence,Cases per 100K,19369.87664039,% Production Worker,3.82160792853651,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,county
Philadelphia,Incidence,Cases per 100K,21137.0474036984,% Production Worker,4.04725788877732,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,city
Phoenix,Incidence,Cases per 100K,30507.1569393837,% Production Worker,4.61267490703846,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,county
Portland,Incidence,Cases per 100K,17338.3997635119,% Production Worker,4.25457956301037,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,county
San Antonio,Incidence,Cases per 100K,29850.925128232,% Production Worker,4.03848986482659,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,county
San Diego,Incidence,Cases per 100K,26612.2085420553,% Production Worker,3.38676740287357,2.97404940807479,5.10367631800989,middle,2022-06-30,JHU,county
San Francisco,Incidence,Cases per 100K,17722.3899122361,% Production Worker,2.08385466312385,2.97404940807479,5.10367631800989,bottom,2022-06-25,LHD,city
San Jose,Incidence,Cases per 100K,36963.5785110296,% Production Worker,5.30400745155648,2.97404940807479,5.10367631800989,top,2022-06-28,LHD,county
Seattle,Incidence,Cases per 100K,20792.9291323562,% Production Worker,2.17495474994947,2.97404940807479,5.10367631800989,bottom,2022-06-30,JHU,county
Washington,Incidence,Cases per 100K,22279.149554064,% Production Worker,0.684849723114806,2.97404940807479,5.10367631800989,bottom,2022-06-30,JHU,city
Austin,Incidence,Cases per 100K,21782.4644462472,% Service Worker,8.83930564908886,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,county
Baltimore,Incidence,Cases per 100K,20564.4366798461,% Service Worker,8.44251089402182,8.81868016860891,9.82375342706155,bottom,2022-06-30,LHD,county
Boston,Incidence,Cases per 100K,29520.6453499031,% Service Worker,9.77948226270374,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,county
Charlotte,Incidence,Cases per 100K,27852.8861386908,% Service Worker,8.62978604950568,8.81868016860891,9.82375342706155,bottom,2022-06-30,JHU,county
Chicago,Incidence,Cases per 100K,23575.3085216868,% Service Worker,9.09589461711461,8.81868016860891,9.82375342706155,middle,2022-06-29,LHD,city
Cleveland,Incidence,Cases per 100K,75464.7245394283,% Service Worker,11.1818616111837,8.81868016860891,9.82375342706155,top,2022-06-30,LHD,county
Columbus,Incidence,Cases per 100K,35544.5829676753,% Service Worker,9.12726517983426,8.81868016860891,9.82375342706155,middle,2022-06-30,LHD,county
Dallas,Incidence,Cases per 100K,22548.8404608131,% Service Worker,8.62219498663589,8.81868016860891,9.82375342706155,bottom,2022-06-30,JHU,county
Denver,Incidence,Cases per 100K,27373.0899996092,% Service Worker,8.87485511608124,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,city
Detroit,Incidence,Cases per 100K,25273.3775663624,% Service Worker,10.2429748222946,8.81868016860891,9.82375342706155,top,2022-06-30,JHU,county
Fort Worth,Incidence,Cases per 100K,28091.3852784577,% Service Worker,7.96848451827052,8.81868016860891,9.82375342706155,bottom,2022-06-30,JHU,county
Houston,Incidence,Cases per 100K,23283.5860919985,% Service Worker,8.82346187136776,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,county
Indianapolis,Incidence,Cases per 100K,27226.6547283986,% Service Worker,8.8170862676893,8.81868016860891,9.82375342706155,bottom,2022-06-28,LHD,county
Kansas City,Incidence,Cases per 100K,14037.1294303784,% Service Worker,9.06348716243498,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,county
Las Vegas (Metro),Incidence,Cases per 100K,26075.1812450625,% Service Worker,16.5084601860485,8.81868016860891,9.82375342706155,top,2022-06-30,JHU,county
Los Angeles,Incidence,Cases per 100K,30798.6488174085,% Service Worker,9.82983573251406,8.81868016860891,9.82375342706155,top,2022-06-30,JHU,county
Minneapolis,Incidence,Cases per 100K,25066.1394543257,% Service Worker,10.1574612104239,8.81868016860891,9.82375342706155,top,2022-06-23,LHD,city
New York City,Incidence,Cases per 100K,26141.0428115538,% Service Worker,9.66576582423409,8.81868016860891,9.82375342706155,middle,2022-06-30,LHD,city
Oakland,Incidence,Cases per 100K,19369.87664039,% Service Worker,8.89027154348696,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,county
Philadelphia,Incidence,Cases per 100K,21137.0474036984,% Service Worker,9.25231980971507,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,city
Phoenix,Incidence,Cases per 100K,30507.1569393837,% Service Worker,8.89907427633115,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,county
Portland,Incidence,Cases per 100K,17338.3997635119,% Service Worker,9.80550651070404,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,county
San Antonio,Incidence,Cases per 100K,29850.925128232,% Service Worker,10.63768312995,8.81868016860891,9.82375342706155,top,2022-06-30,JHU,county
San Diego,Incidence,Cases per 100K,26612.2085420553,% Service Worker,10.497699119027,8.81868016860891,9.82375342706155,top,2022-06-30,JHU,county
San Francisco,Incidence,Cases per 100K,17722.3899122361,% Service Worker,8.49282045306504,8.81868016860891,9.82375342706155,bottom,2022-06-25,LHD,city
San Jose,Incidence,Cases per 100K,36963.5785110296,% Service Worker,8.47931875750149,8.81868016860891,9.82375342706155,bottom,2022-06-28,LHD,county
Seattle,Incidence,Cases per 100K,20792.9291323562,% Service Worker,8.90511910358344,8.81868016860891,9.82375342706155,middle,2022-06-30,JHU,county
Washington,Incidence,Cases per 100K,22279.149554064,% Service Worker,7.38953116583659,8.81868016860891,9.82375342706155,bottom,2022-06-30,JHU,city
